,date,title,href,body,topics
34,2023-02-09,"Ninna Id on Instagram: ""Banyak yang penasaran dengan profil biodata ...",https://www.instagram.com/p/Cob2sQyP1H8/,"0 Likes, 0 Comments - Ninna Id (@id_ninna) on Instagram: ""Banyak yang penasaran dengan profil biodata Geisz Chalifah. Sosok pendukung Anies Baswedan yang…""","Ninna Id on Instagram: ""Banyak yang penasaran dengan profil biodata ...-0 Likes, 0 Comments - Ninna Id (@id_ninna) on Instagram: ""Banyak yang penasaran dengan profil biodata Geisz Chalifah. Sosok pendukung Anies Baswedan yang…"""
35,2023-02-10,"Relawan Anies Baswedan on Instagram: ""IT'S TIME! Anies Mendengar Warga ...",https://www.instagram.com/p/CoeLPIhp6-z/,"209 Likes, 10 Comments - Relawan Anies Baswedan (@relawananiesofficial) on Instagram: ""IT'S TIME! Anies Mendengar Warga Kalimantan Selatan Jangan sampai terlewatkan 15-16 Februari 2023…""","Relawan Anies Baswedan on Instagram: ""IT'S TIME! Anies Mendengar Warga ...-209 Likes, 10 Comments - Relawan Anies Baswedan (@relawananiesofficial) on Instagram: ""IT'S TIME! Anies Mendengar Warga Kalimantan Selatan Jangan sampai terlewatkan 15-16 Februari 2023…"""
36,2023-02-13,"Partai NasDem on Instagram: ""IT'S TIME! Anies Mendengar Warga ...",https://www.instagram.com/p/CooDc5Rv0CY/,"289 Likes, 14 Comments - Partai NasDem (@official_nasdem) on Instagram: ""IT'S TIME! Anies Mendengar Warga Kalimantan Barat. Jangan sampai terlewatkan 17-18 Februari…""","Partai NasDem on Instagram: ""IT'S TIME! Anies Mendengar Warga ...-289 Likes, 14 Comments - Partai NasDem (@official_nasdem) on Instagram: ""IT'S TIME! Anies Mendengar Warga Kalimantan Barat. Jangan sampai terlewatkan 17-18 Februari…"""
37,2023-02-13,"Garda Nasional on Instagram: ""Ketua Majelis Syuro Partai Ummat Amien ...",https://www.instagram.com/p/CoolWZ-S-tU/,"0 Likes, 0 Comments - Garda Nasional (@gardanasional45) on Instagram: ""Ketua Majelis Syuro Partai Ummat Amien Rais menyebut sebagian besar kader menghendaki Anies…""","Garda Nasional on Instagram: ""Ketua Majelis Syuro Partai Ummat Amien ...-0 Likes, 0 Comments - Garda Nasional (@gardanasional45) on Instagram: ""Ketua Majelis Syuro Partai Ummat Amien Rais menyebut sebagian besar kader menghendaki Anies…"""
38,2023-02-13,Watch this reel by trending.issue on Instagram,https://www.instagram.com/p/CopYH9AjpGb/,trending.issue • Original audio,Watch this reel by trending.issue on Instagram-trending.issue • Original audio
39,2023-02-14,trending.issue on Instagram: Anies sedang siapkan pasukan tempur buat ...,https://www.instagram.com/p/CosdtnCjb6m/,trending.issue • Original audio,trending.issue on Instagram: Anies sedang siapkan pasukan tempur buat ...-trending.issue • Original audio
40,2023-02-14,"Jakarta Trend on Instagram: ""Mantan Gubernur DKI Jakarta, Anies ...",https://www.instagram.com/p/Coqjo5mpVSi/,"192 Likes, 113 Comments - Jakarta Trend (@jakarta_trend) on Instagram: ""Mantan Gubernur DKI Jakarta, Anies Baswedan ditanya oleh Ketua Umum Partai Ummat Ridho Rahmadi…""","Jakarta Trend on Instagram: ""Mantan Gubernur DKI Jakarta, Anies ...-192 Likes, 113 Comments - Jakarta Trend (@jakarta_trend) on Instagram: ""Mantan Gubernur DKI Jakarta, Anies Baswedan ditanya oleh Ketua Umum Partai Ummat Ridho Rahmadi…"""
41,2023-02-14,"Partai NasDem on Instagram: ""IT'S TIME! Anies Mendengar Warga ...",https://www.instagram.com/p/CooDc5Rv0CY/,"289 Likes, 14 Comments - Partai NasDem (@official_nasdem) on Instagram: ""IT'S TIME! Anies Mendengar Warga Kalimantan Barat. Jangan sampai terlewatkan 17-18 Februari…""","Partai NasDem on Instagram: ""IT'S TIME! Anies Mendengar Warga ...-289 Likes, 14 Comments - Partai NasDem (@official_nasdem) on Instagram: ""IT'S TIME! Anies Mendengar Warga Kalimantan Barat. Jangan sampai terlewatkan 17-18 Februari…"""
42,2023-02-14,"Garda Nasional on Instagram: ""Ketua Majelis Syuro Partai Ummat Amien ...",https://www.instagram.com/p/CoolWZ-S-tU/,"0 Likes, 0 Comments - Garda Nasional (@gardanasional45) on Instagram: ""Ketua Majelis Syuro Partai Ummat Amien Rais menyebut sebagian besar kader menghendaki Anies…""","Garda Nasional on Instagram: ""Ketua Majelis Syuro Partai Ummat Amien ...-0 Likes, 0 Comments - Garda Nasional (@gardanasional45) on Instagram: ""Ketua Majelis Syuro Partai Ummat Amien Rais menyebut sebagian besar kader menghendaki Anies…"""
43,2023-02-14,"Partai NasDem on Instagram: ""Ayo Hadir dan Ramaikan Kunjungan Bapak ...",https://www.instagram.com/p/CorexVFP6lm/,"1,157 Likes, 87 Comments - Partai NasDem (@official_nasdem) on Instagram: ""Ayo Hadir dan Ramaikan Kunjungan Bapak Anies Baswedan Mendengar Warga Kalimantan Barat. Jangan…""","Partai NasDem on Instagram: ""Ayo Hadir dan Ramaikan Kunjungan Bapak ...-1,157 Likes, 87 Comments - Partai NasDem (@official_nasdem) on Instagram: ""Ayo Hadir dan Ramaikan Kunjungan Bapak Anies Baswedan Mendengar Warga Kalimantan Barat. Jangan…"""
44,2023-02-14,Watch this reel by trending.issue on Instagram,https://www.instagram.com/p/CopYH9AjpGb/,trending.issue • Original audio,Watch this reel by trending.issue on Instagram-trending.issue • Original audio
45,2023-02-15,"Jakarta Trend on Instagram: ""Mantan Gubernur DKI Jakarta, Anies ...",https://www.instagram.com/p/Coqjo5mpVSi/,"192 Likes, 113 Comments - Jakarta Trend (@jakarta_trend) on Instagram: ""Mantan Gubernur DKI Jakarta, Anies Baswedan ditanya oleh Ketua Umum Partai Ummat Ridho Rahmadi…""","Jakarta Trend on Instagram: ""Mantan Gubernur DKI Jakarta, Anies ...-192 Likes, 113 Comments - Jakarta Trend (@jakarta_trend) on Instagram: ""Mantan Gubernur DKI Jakarta, Anies Baswedan ditanya oleh Ketua Umum Partai Ummat Ridho Rahmadi…"""
46,2023-02-15,"Anies Update on Instagram: ""Liputan6.com, Jakarta Partai Ummat ...",https://www.instagram.com/p/CotAHgLSxcT/,"956 Likes, 25 Comments - Anies Update (@aniesupdate) on Instagram: ""Liputan6.com, Jakarta Partai Ummat mendeklarasikan dukungannya kepada Anies Baswedan untuk maju…""","Anies Update on Instagram: ""Liputan6.com, Jakarta Partai Ummat ...-956 Likes, 25 Comments - Anies Update (@aniesupdate) on Instagram: ""Liputan6.com, Jakarta Partai Ummat mendeklarasikan dukungannya kepada Anies Baswedan untuk maju…"""
47,2023-02-15,trending.issue on Instagram: Anies sedang siapkan pasukan tempur buat ...,https://www.instagram.com/p/CosdtnCjb6m/,trending.issue • Original audio,trending.issue on Instagram: Anies sedang siapkan pasukan tempur buat ...-trending.issue • Original audio
48,2023-02-15,"Partai NasDem on Instagram: ""Ayo Hadir dan Ramaikan Kunjungan Bapak ...",https://www.instagram.com/p/CorexVFP6lm/,"1,157 Likes, 87 Comments - Partai NasDem (@official_nasdem) on Instagram: ""Ayo Hadir dan Ramaikan Kunjungan Bapak Anies Baswedan Mendengar Warga Kalimantan Barat. Jangan…""","Partai NasDem on Instagram: ""Ayo Hadir dan Ramaikan Kunjungan Bapak ...-1,157 Likes, 87 Comments - Partai NasDem (@official_nasdem) on Instagram: ""Ayo Hadir dan Ramaikan Kunjungan Bapak Anies Baswedan Mendengar Warga Kalimantan Barat. Jangan…"""
49,2023-02-15,pinterpolitik - Instagram,https://www.instagram.com/p/CotbGMSPnZg/,"626 Likes, 14 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Para kandidat potensial calon presiden (capres) 2024 seperti Anies Baswedan, Sandiaga Uno, Ridwan…""","pinterpolitik - Instagram-626 Likes, 14 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Para kandidat potensial calon presiden (capres) 2024 seperti Anies Baswedan, Sandiaga Uno, Ridwan…"""
50,2023-02-16,"Anies Update on Instagram: ""Liputan6.com, Jakarta Partai Ummat ...",https://www.instagram.com/p/CotAHgLSxcT/,"956 Likes, 25 Comments - Anies Update (@aniesupdate) on Instagram: ""Liputan6.com, Jakarta Partai Ummat mendeklarasikan dukungannya kepada Anies Baswedan untuk maju…""","Anies Update on Instagram: ""Liputan6.com, Jakarta Partai Ummat ...-956 Likes, 25 Comments - Anies Update (@aniesupdate) on Instagram: ""Liputan6.com, Jakarta Partai Ummat mendeklarasikan dukungannya kepada Anies Baswedan untuk maju…"""
51,2023-02-16,pinterpolitik - Instagram,https://www.instagram.com/p/CotbGMSPnZg/,"626 Likes, 14 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Para kandidat potensial calon presiden (capres) 2024 seperti Anies Baswedan, Sandiaga Uno, Ridwan…""","pinterpolitik - Instagram-626 Likes, 14 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Para kandidat potensial calon presiden (capres) 2024 seperti Anies Baswedan, Sandiaga Uno, Ridwan…"""
52,2023-02-16,"Total Politik on Instagram: ""Bakal calon presiden dari Partai NasDem ...",https://www.instagram.com/p/CoxQpRiSdVJ/,"Bakal calon presiden dari Partai NasDem, Anies Baswedan bicara nasib ibu kota negara (IKN) Nusantara yang digagas Presiden Joko Widodo, jika dirinya terpilih menjadi presiden pada Pilpres 2024. Menurutnya, pemindahan ibu kota ke Sepaku, Kabupaten Penajam Paser Utara, Kalimantan Timur, sudah diatur dalam Undang-Undang Nomor 3 Tahun 2022 tentang ...","Total Politik on Instagram: ""Bakal calon presiden dari Partai NasDem ...-Bakal calon presiden dari Partai NasDem, Anies Baswedan bicara nasib ibu kota negara (IKN) Nusantara yang digagas Presiden Joko Widodo, jika dirinya terpilih menjadi presiden pada Pilpres 2024. Menurutnya, pemindahan ibu kota ke Sepaku, Kabupaten Penajam Paser Utara, Kalimantan Timur, sudah diatur dalam Undang-Undang Nomor 3 Tahun 2022 tentang ..."
53,2023-02-16,"Berita Indonesia Link on Instagram: ""Organisasi relawan pendukung ...",https://www.instagram.com/p/CowWlPqPZIk/,"112 Likes, 5 Comments - Berita Indonesia Link (@beritaindonesialink) on Instagram: ""Organisasi relawan pendukung Presiden Joko Widodo, Jokowi Mania (Joman) memutuskan mendukung Ketua…""","Berita Indonesia Link on Instagram: ""Organisasi relawan pendukung ...-112 Likes, 5 Comments - Berita Indonesia Link (@beritaindonesialink) on Instagram: ""Organisasi relawan pendukung Presiden Joko Widodo, Jokowi Mania (Joman) memutuskan mendukung Ketua…"""
54,2023-02-17,"Total Politik on Instagram: ""Bakal calon presiden dari Partai NasDem ...",https://www.instagram.com/p/CoxQpRiSdVJ/,"Bakal calon presiden dari Partai NasDem, Anies Baswedan bicara nasib ibu kota negara (IKN) Nusantara yang digagas Presiden Joko Widodo, jika dirinya terpilih menjadi presiden pada Pilpres 2024. Menurutnya, pemindahan ibu kota ke Sepaku, Kabupaten Penajam Paser Utara, Kalimantan Timur, sudah diatur dalam Undang-Undang Nomor 3 Tahun 2022 tentang ...","Total Politik on Instagram: ""Bakal calon presiden dari Partai NasDem ...-Bakal calon presiden dari Partai NasDem, Anies Baswedan bicara nasib ibu kota negara (IKN) Nusantara yang digagas Presiden Joko Widodo, jika dirinya terpilih menjadi presiden pada Pilpres 2024. Menurutnya, pemindahan ibu kota ke Sepaku, Kabupaten Penajam Paser Utara, Kalimantan Timur, sudah diatur dalam Undang-Undang Nomor 3 Tahun 2022 tentang ..."
55,2023-02-17,"Berita Indonesia Link on Instagram: ""Organisasi relawan pendukung ...",https://www.instagram.com/p/CowWlPqPZIk/,"112 Likes, 5 Comments - Berita Indonesia Link (@beritaindonesialink) on Instagram: ""Organisasi relawan pendukung Presiden Joko Widodo, Jokowi Mania (Joman) memutuskan mendukung Ketua…""","Berita Indonesia Link on Instagram: ""Organisasi relawan pendukung ...-112 Likes, 5 Comments - Berita Indonesia Link (@beritaindonesialink) on Instagram: ""Organisasi relawan pendukung Presiden Joko Widodo, Jokowi Mania (Joman) memutuskan mendukung Ketua…"""
56,2023-02-18,"Suaradotcom on Instagram: ""Bakal capres Anies Baswedan dsebut telah ...",https://www.instagram.com/p/Co1KR5LvLeJ/,"Bakal capres Anies Baswedan dsebut telah masuk dalam perangkap Partai Ummat yang mengusung politik identitas. Hal ini membuat Anies resmi mendapat gelar Bapak Politik Identitas. Seperti diketahui, Partai Ummat telah mendeklarasikan diri sebagai partai yang akan mengusung politik identitas dalam konstelasi politik.","Suaradotcom on Instagram: ""Bakal capres Anies Baswedan dsebut telah ...-Bakal capres Anies Baswedan dsebut telah masuk dalam perangkap Partai Ummat yang mengusung politik identitas. Hal ini membuat Anies resmi mendapat gelar Bapak Politik Identitas. Seperti diketahui, Partai Ummat telah mendeklarasikan diri sebagai partai yang akan mengusung politik identitas dalam konstelasi politik."
57,2023-02-18,"Berita Lifestyle on Instagram: ""Bakal capres Anies Baswedan dsebut ...",https://www.instagram.com/p/Co2jv1eBJP1/,"1 Likes, 0 Comments - Berita Lifestyle (@beritalifestyle) on Instagram: ""Bakal capres Anies Baswedan dsebut telah masuk dalam perangkap Partai Ummat yang mengusung politik…""","Berita Lifestyle on Instagram: ""Bakal capres Anies Baswedan dsebut ...-1 Likes, 0 Comments - Berita Lifestyle (@beritalifestyle) on Instagram: ""Bakal capres Anies Baswedan dsebut telah masuk dalam perangkap Partai Ummat yang mengusung politik…"""
58,2023-02-19,"Suaradotcom on Instagram: ""Bakal capres Anies Baswedan dsebut telah ...",https://www.instagram.com/p/Co1KR5LvLeJ/,"Bakal capres Anies Baswedan dsebut telah masuk dalam perangkap Partai Ummat yang mengusung politik identitas. Hal ini membuat Anies resmi mendapat gelar Bapak Politik Identitas. Seperti diketahui, Partai Ummat telah mendeklarasikan diri sebagai partai yang akan mengusung politik identitas dalam konstelasi politik.","Suaradotcom on Instagram: ""Bakal capres Anies Baswedan dsebut telah ...-Bakal capres Anies Baswedan dsebut telah masuk dalam perangkap Partai Ummat yang mengusung politik identitas. Hal ini membuat Anies resmi mendapat gelar Bapak Politik Identitas. Seperti diketahui, Partai Ummat telah mendeklarasikan diri sebagai partai yang akan mengusung politik identitas dalam konstelasi politik."
59,2023-02-19,"Berita Lifestyle on Instagram: ""Bakal capres Anies Baswedan dsebut ...",https://www.instagram.com/p/Co2jv1eBJP1/,"1 Likes, 0 Comments - Berita Lifestyle (@beritalifestyle) on Instagram: ""Bakal capres Anies Baswedan dsebut telah masuk dalam perangkap Partai Ummat yang mengusung politik…""","Berita Lifestyle on Instagram: ""Bakal capres Anies Baswedan dsebut ...-1 Likes, 0 Comments - Berita Lifestyle (@beritalifestyle) on Instagram: ""Bakal capres Anies Baswedan dsebut telah masuk dalam perangkap Partai Ummat yang mengusung politik…"""
60,2023-02-19,"PinterPolitik.com on Instagram: ""Menarik dukungan dari Ganjar Pranowo ...",https://www.instagram.com/p/Co4zpzFPtKD/,"3,060 Likes, 50 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Menarik dukungan dari Ganjar Pranowo sebagai calon presiden (capres) 2024, Jokowi Mania (JoMan) p..."" PinterPolitik.com on Instagram: ""Menarik dukungan dari Ganjar Pranowo sebagai calon presiden (capres) 2024, Jokowi Mania (JoMan) pimpinan Immanuel Ebenezer mengalihkan ...","PinterPolitik.com on Instagram: ""Menarik dukungan dari Ganjar Pranowo ...-3,060 Likes, 50 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Menarik dukungan dari Ganjar Pranowo sebagai calon presiden (capres) 2024, Jokowi Mania (JoMan) p..."" PinterPolitik.com on Instagram: ""Menarik dukungan dari Ganjar Pranowo sebagai calon presiden (capres) 2024, Jokowi Mania (JoMan) pimpinan Immanuel Ebenezer mengalihkan ..."
61,2023-02-20,"Anies Rasyid Baswedan on Instagram: ""Alhamdulillah, dapat bersama-sama ...",https://www.instagram.com/p/Co7HWuuy37H/,"4,535 Likes, 123 Comments - Anies Rasyid Baswedan (@aniesbaswedan) on Instagram: ""Alhamdulillah, dapat bersama-sama hadir dalam Tasyakur Milad ke-42 Badan Kontak Majelis Taklim…""","Anies Rasyid Baswedan on Instagram: ""Alhamdulillah, dapat bersama-sama ...-4,535 Likes, 123 Comments - Anies Rasyid Baswedan (@aniesbaswedan) on Instagram: ""Alhamdulillah, dapat bersama-sama hadir dalam Tasyakur Milad ke-42 Badan Kontak Majelis Taklim…"""
62,2023-02-20,"PinterPolitik.com on Instagram: ""Menarik dukungan dari Ganjar Pranowo ...",https://www.instagram.com/p/Co4zpzFPtKD/,"3,060 Likes, 50 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Menarik dukungan dari Ganjar Pranowo sebagai calon presiden (capres) 2024, Jokowi Mania (JoMan) p..."" PinterPolitik.com on Instagram: ""Menarik dukungan dari Ganjar Pranowo sebagai calon presiden (capres) 2024, Jokowi Mania (JoMan) pimpinan Immanuel Ebenezer mengalihkan ...","PinterPolitik.com on Instagram: ""Menarik dukungan dari Ganjar Pranowo ...-3,060 Likes, 50 Comments - PinterPolitik.com (@pinterpolitik) on Instagram: ""Menarik dukungan dari Ganjar Pranowo sebagai calon presiden (capres) 2024, Jokowi Mania (JoMan) p..."" PinterPolitik.com on Instagram: ""Menarik dukungan dari Ganjar Pranowo sebagai calon presiden (capres) 2024, Jokowi Mania (JoMan) pimpinan Immanuel Ebenezer mengalihkan ..."
63,2023-02-21,"Anies Rasyid Baswedan on Instagram: ""Alhamdulillah, dapat bersama-sama ...",https://www.instagram.com/p/Co7HWuuy37H/,"4,535 Likes, 123 Comments - Anies Rasyid Baswedan (@aniesbaswedan) on Instagram: ""Alhamdulillah, dapat bersama-sama hadir dalam Tasyakur Milad ke-42 Badan Kontak Majelis Taklim…""","Anies Rasyid Baswedan on Instagram: ""Alhamdulillah, dapat bersama-sama ...-4,535 Likes, 123 Comments - Anies Rasyid Baswedan (@aniesbaswedan) on Instagram: ""Alhamdulillah, dapat bersama-sama hadir dalam Tasyakur Milad ke-42 Badan Kontak Majelis Taklim…"""
64,2023-02-21,"Begi Mahendra on Instagram: ""tolak safari politik Anies Baswedan ...",https://www.instagram.com/p/Co8xH38J_M3/,"0 Likes, 0 Comments - Begi Mahendra (@begimahen005) on Instagram: ""tolak safari politik Anies Baswedan. mayoritas pendukung dipenuhi oleh ormas terlarang…""","Begi Mahendra on Instagram: ""tolak safari politik Anies Baswedan ...-0 Likes, 0 Comments - Begi Mahendra (@begimahen005) on Instagram: ""tolak safari politik Anies Baswedan. mayoritas pendukung dipenuhi oleh ormas terlarang…"""
